,APINumber,WellName,CountyName,OperatorName,StateName,TotalBaseNonWaterVolume
1635,42107316920000,Clarkwood Ranch 1052,Crosby,"Juno Operating Company II, LLC",Texas,2586.0
1636,42165377460000,RCFU 516,Gaines,XTO Energy/ExxonMobil,Texas,27321.0
1637,4030428130000,548R3-35,Kern - 30,Aera Energy LLC,California,2599.0884
1638,4030506270000,Belridge I 7072I-2,Kern - 30,Aera Energy LLC,California,11854.9057
1639,4030506300000,Belridge I 7098F-2,Kern - 30,Aera Energy LLC,California,9619.7279
1640,4030506370000,Belridge Iii 7076J-3,Kern - 30,Aera Energy LLC,California,11793.0905
1641,30005291450000,NEREID 1 FEDERAL 1H(CVX),Chaves,"Chesapeake Operating, Inc.",New Mexico,120411.0
1643,34013206790000,Lude 1H-34,Belmont,Hess Corporation,Ohio,327445.5253
1644,34081205410000,BOOTH 23-11-4 6H,Jefferson,"Chesapeake Operating, Inc.",Ohio,457618.0
1645,35045233180000,BECKER 9-20-25 1H,Ellis,"Chesapeake Operating, Inc.",Oklahoma,155010.0
1646,35083240520000,Eavenson 30-19N-2W 1MH,Logan,Devon Energy Production Company L. P.,Oklahoma,90171.4137848085
1647,35151238690000,CORDRAY-RITTER 4-28-14 1H,Woods,"Chesapeake Operating, Inc.",Oklahoma,58651.0
1648,42135418760000,Clyde Cowden 281,Ector,ConocoPhillips Company/Burlington Resources,Texas,5000.0
1649,42135422440000,Txl North Unit 1028H,Ector,Apache Corporation,Texas,86473.5356
1650,42211351030000,Prater 33 2H,Hemphill,Unit Petroleum,Texas,73462.2328
1652,42251344100000,ALVARADO WELBORN 3H,Johnson,"Chesapeake Operating, Inc.",Texas,218056.0
1653,42389331630000,Bettylou 1001,Reeves,Occidental Oil and Gas,Texas,83627.0
1654,42501360640000,Roberts Unit 3351,Yoakum,Apache Corporation,Texas,9866.18
1655,43013333120000,Lone Tree Fedeeral 15-22-9-17,Duchesne,Newfield Exploration,Utah,15341.0
1656,43013516780000,Gmbu Y-14-9-16,Duchesne,Newfield Exploration,Utah,16029.5065
1658,47009001360000,RUSSELL HERVEY BRK 8H,Brooke,"Chesapeake Operating, Inc.",West Virginia,339821.0
1659,42173356620000,Currie E State 4104,Glasscock,COG Operating LLC,Texas,89913.0
1660,42389334980000,Carol 302,Reeves,"ExL Petroleum, LP",Texas,56691.0
1661,42475303710000,Carson Oil Unit 1,Ward,"Southwest Royalties, Inc.",Texas,4591.0
1662,42003450750000,Fee AL 803,Andrews,"Fasken Oil and Ranch, Ltd.",Texas,69738.0
1663,42317383430000,Evangeline #1,Martin,RK Petroleum Corp.,Texas,69061.0
1664,5081076580000,Harper Hill 1-29,Moffat,Shell Oil Company affiliate,Colorado,105866.0
1665,5123365830000,Pronghorn K-O-10HNC,Weld,"Bonanza Creek Energy, Inc.",Colorado,8568.0
1666,34019221570000,WALKER 12-12-5 6H,Carroll,"Chesapeake Operating, Inc.",Ohio,321097.0
1667,37047245450000,590842,Elk,EQT Production,Pennsylvania,282886.0
1669,37115210150000,NICKOLYN SUS 2H,Susquehanna,"Chesapeake Operating, Inc.",Pennsylvania,301813.0
1670,42003449800000,University 6-48 Well No.1,Andrews,"W&T Offshore, Inc.",Texas,119205.0
1672,42235353640000,Concho A 3004D,Irion,"FIML Natural Resources, LLC",Texas,62809.0
1673,42283334960000,LEDWIG EAST UNIT III LAS C 1H,La Salle,"Chesapeake Operating, Inc.",Texas,525149.0
1674,42483336270000,TA GREENHOUSE 6H,Wheeler,"Chesapeake Operating, Inc.",Texas,349227.0
1675,35009218820000,KRY 33-11-26 2H,Beckham,"Chesapeake Operating, Inc.",Oklahoma,302841.0
1676,42311351240000,QUINTANILLA MCM A 1H,McMullen,"Chesapeake Operating, Inc.",Texas,450741.0
1677,17031260450000,HA RA SU119;Range 34  No. 001-ALT,De Soto,"EXCO Resources, Inc.",Louisiana,178188.0
1678,34067211020000,RENSI 4-12-6 3H,Harrison,"Chesapeake Operating, Inc.",Ohio,353461.0
1679,35009218810000,Janice 10-10-25 2H,Beckham,"Linn Energy, LLC",Oklahoma,154044.653
1680,35017244990000,Roer 8-13-9 7H,Canadian,Devon Energy Production Company L. P.,Oklahoma,172922.2608
1681,35045233160000,GWENDOLINE 26-19-25 1H,Ellis,"Chesapeake Operating, Inc.",Oklahoma,184411.0
1682,37047245470000,590845,Elk,EQT Production,Pennsylvania,277633.0
1683,42127350550000,FAITH-SANDY DIM J 1H,Dimmit,"Chesapeake Operating, Inc.",Texas,431434.0
1684,42203351510000,KELLY HEIRS GU 5H,Harrison,BP America Production Company,Texas,20678.0
1685,42311352400000,"Swenson ""B"" #1H",McMullen,Comstock Oil & Gas,Texas,344321.0
1686,49009289620000,YORK RANCH 19-33-69 A 5H,Converse,"Chesapeake Operating, Inc.",Wyoming,301588.0
1687,4030506320000,Belridge Iii 7028E-3,Kern - 30,Aera Energy LLC,California,9602.2781
1688,30015411890000,A State 50,Eddy,Apache Corporation,New Mexico,52441.973
1689,35007255990000,Benedict 1-11H,Beaver,Unit Petroleum,Oklahoma,20544.924
1690,35019258560000,Wildcat Jim #246,Carter,Citation Oil and Gas Corp.,Oklahoma,319.0
1691,42009009760000,Bridwell Archer Ranch -D- 1,Archer,Bridwell Oil Company,Texas,100.0
1692,42127350460000,FAITH-SANDY DIM J 2H,Dimmit,"Chesapeake Operating, Inc.",Texas,506338.0
1693,42135420770000,Lupin Txl Fee `B` 4302E,Ector,Chevron USA Inc.,Texas,9307.4045
1694,42135420770001,Lupin Txl Fee `B` 4302E,Ector,Chevron USA Inc.,Texas,9307.0
1695,42227373890000,Gunn Frances B 9,Howard,Apache Corporation,Texas,49923.4392
1696,42235353120000,Tepee Draw 3044A,Irion,"FIML Natural Resources, LLC",Texas,50270.0
1698,42461001020000,"Mcelroy, J.T., Cons 170",Upton,Chevron USA Inc.,Texas,6464.0
1699,42461382230000,Mcelroy J T Consolidated 1654,Upton,Chevron USA Inc.,Texas,6498.0039
1700,43013518520000,Cc Fee 7R-28-38,Duchesne,Berry Petroleum,Utah,37922.9577
1701,47017061020000,Hinterer Unit 1H,Doddridge,Antero Resources Corporation,West Virginia,262112.0
1702,42475364460000,HSA 1736,Ward,Whiting Petroleum,Texas,1337.0
1703,42475364560000,HSA 1738,Ward,Whiting Petroleum,Texas,1307.0
1704,42003394480000,BLCU 18,Andrews,Legacy Reserves Operating LP,Texas,20047.0
1705,4030506310000,Belridge Iii 7001E-3,Kern - 30,Aera Energy LLC,California,9608.9321
1706,4030506330000,Belridge Iii 7031E-3,Kern - 30,Aera Energy LLC,California,12039.3618
1707,4030506340000,Belridge Iii 7034D-3,Kern - 30,Aera Energy LLC,California,9705.6102
1708,4030506350000,Belridge Iii 7054E-3,Kern - 30,Aera Energy LLC,California,9596.4155
1709,4030506360000,Belridge Iii 7056F-3,Kern - 30,Aera Energy LLC,California,9698.1362
1710,17031260460000,HA RA SU119;Range 34 NO.002-ALT,De Soto,"EXCO Resources, Inc.",Louisiana,162537.0
1711,30025405220000,Ruby Federal 11,Lea,ConocoPhillips Company/Burlington Resources,New Mexico,10500.0
1713,35151238780000,THIESING 18-27-13 1H,Woods,"Chesapeake Operating, Inc.",Oklahoma,59926.0
1714,42103361820000,North McElroy Unit 4143RH,Crane,Apache Corporation,Texas,93202.0
1715,42107315760000,Clark Wood Ranch #3524,Crosby,"Juno Operating Company II, LLC",Texas,2568.0
1717,42283331860000,KINSEL HQ UNIT II LAS F 4H,La Salle,"Chesapeake Operating, Inc.",Texas,503956.0
1718,42283334050000,AVANT NORTH LAS C 4H,La Salle,"Chesapeake Operating, Inc.",Texas,431911.0
1719,42311352550000,PEELER RANCH MCM A 2H,McMullen,"Chesapeake Operating, Inc.",Texas,518388.0
1720,42317383260000,Tom Ranch 29#2,Martin,Athlon Energy Operating LLC,Texas,53380.0
1721,42461386250000,Neal Ranch 97A 11,Upton,COG Operating LLC,Texas,73544.0
1722,42461386410000,Estelle 2106,Upton,Summit Petroleum LLC,Texas,66901.0
1723,43013515630000,Gmbu H-8-9-16,Duchesne,Newfield Exploration,Utah,15852.6918
1724,42475361910000,HSA 3049,Ward,Sundown Energy L.P.,Texas,77679.0
1725,42475364480000,HSA 1739,Ward,Whiting Petroleum,Texas,914.0
1726,42495316370000,GWO 1246R,Winkler,Whiting Petroleum,Texas,1846.0
1727,42329383450000,Fee BE 714,Midland,"Fasken Oil and Ranch, Ltd.",Texas,70809.0
1728,35007256110000,Weeks Trust 1-22H,Beaver,Unit Petroleum,Oklahoma,14608.8359
1729,35045233220000,GLENDA PEARL 9-20-25 1H,Ellis,"Chesapeake Operating, Inc.",Oklahoma,147165.0
1730,37115204950000,BALTZLEY 3H,Susquehanna,"Chesapeake Operating, Inc.",Pennsylvania,427296.0
1731,42003450580000,Fisher M M Estate B 6,Andrews,"Capstone Natural Resources, LLC",Texas,9758.0328
1732,42227374040000,Gunn Frances A 76,Howard,Apache Corporation,Texas,59223.1284
1733,42311352920000,"Swenson ""B"" 2H",McMullen,Comstock Oil & Gas,Texas,450864.0
1734,42329381290000,SOA Scharbauer SE 1603M,Midland,Chevron USA Inc.,Texas,56550.0
1735,42461386110000,Morgan C 5,Upton,"Parsley Energy Operations, LLC",Texas,89328.3059
1736,43013516070000,Gmbu M-8-9-16,Duchesne,Newfield Exploration,Utah,14674.9227
1737,47009001330000,WORTHLEY BRK 8H,Brooke,"Chesapeake Operating, Inc.",West Virginia,418528.0
1738,42103361530000,University Devonian 36B#2,Crane,Apache Corporation,Texas,9163.0
1739,17031258640000,KEATCHIE 9-14-15 2H,De Soto,"Chesapeake Operating, Inc.",Louisiana,322013.0
1740,42003358630000,FCU 7032,Andrews,XTO Energy/ExxonMobil,Texas,13877.0
1741,4030506420000,Belridge Iii 7153D-3,Kern - 30,Aera Energy LLC,California,9661.1695
1742,4030506430000,Belridge Iii 7176H-3,Kern - 30,Aera Energy LLC,California,9667.9087
1743,4030506440000,Belridge Iii 7178I-3,Kern - 30,Aera Energy LLC,California,4797.8418
1744,30025404790000,Lockhart B-12 13,Lea,Apache Corporation,New Mexico,51113.7101
1745,34111243690000,ET Rubel Unit 2H,Monroe,Antero Resources Corporation,Ohio,431379.0
1746,35017244970000,Roer 8-13-9 6H,Canadian,Devon Energy Production Company L. P.,Oklahoma,172774.5824
1747,35073239770000,Senn 1-6,Kingfisher,"Linn Energy, LLC",Oklahoma,11264.6064
1748,37115210260000,BOREK S SUS 3H,Susquehanna,"Chesapeake Operating, Inc.",Pennsylvania,364821.0
1749,42107317190000,Clark Wood Ranch #1131,Crosby,"Juno Operating Company II, LLC",Texas,2568.0
1750,42165377550000,HARRIS SAN ANDRES UNIT 1628B,Gaines,Parallel Petroleum LLC,Texas,20558.0
1751,42203351560000,ALTON J ONEY 1H,Harrison,BP America Production Company,Texas,26032.0
1752,42235353380000,Sugg 3071 11,Irion,COG Operating LLC,Texas,26123.0
1753,42283331840000,KINSEL EARNEST UNIT I LAS D 3H,La Salle,"Chesapeake Operating, Inc.",Texas,536871.0
1754,42329384930000,PFU2 911,Midland,COG Operating LLC,Texas,100788.0
1755,42363361380000,Clayton Ranch `C` 2,Palo Pinto,"Atlas Energy, L.P.",Texas,37219.4083
1756,43013512520000,Gmbu I-12-9-16,Duchesne,Newfield Exploration,Utah,5474.9002
1757,43013519490000,Abbott Fee 2-6D-54,Duchesne,Berry Petroleum,Utah,23904.0641
1758,47017061440000,Flossie 2H,Doddridge,Antero Resources Corporation,West Virginia,32774.0
1759,42335357950000,Turner Gregory #1620,Mitchell,"Quantum Resources Management, LLC",Texas,8051.904388
1760,42329385580000,Bettye Jo 3113,Midland,Summit Petroleum LLC,Texas,53047.0
1761,42165377750000,RCFU 477,Gaines,XTO Energy/ExxonMobil,Texas,34233.0
1762,42329383480000,Fee BE 719,Midland,"Fasken Oil and Ranch, Ltd.",Texas,72221.0
1763,42227374150000,Nix 9A#1,Howard,Athlon Energy Operating LLC,Texas,54779.0
1764,4030506400000,Belridge Iii 7103E-3,Kern - 30,Aera Energy LLC,California,9607.7618
1765,4030506410000,Belridge Iii 7131D-3,Kern - 30,Aera Energy LLC,California,4568.8924
1766,4030506450000,Belridge Iii 7180A-3,Kern - 30,Aera Energy LLC,California,7054.6736
1767,34019223420000,BURRY 20-14-4 6H,Carroll,"Chesapeake Operating, Inc.",Ohio,338003.0
1768,34067210700000,RENSI 4-12-6 1H,Harrison,"Chesapeake Operating, Inc.",Ohio,315517.0
1769,35003226090000,MURROW 8-26-12 1H,Alfalfa,"Chesapeake Operating, Inc.",Oklahoma,54651.0
1770,35007256080000,Hoover 1-8H,Beaver,Unit Petroleum,Oklahoma,24501.6551
1771,35015232140000,WCU #6-26,Caddo,Citation Oil and Gas Corp.,Oklahoma,404.0
1772,35019258850000,Harbaugh #1-31,Carter,Mack Energy Co.,Oklahoma,706.0
1773,35045233250000,CATHIE 9-20-25 1H,Ellis,"Chesapeake Operating, Inc.",Oklahoma,144623.0
1774,37047245480000,590846,Elk,EQT Production,Pennsylvania,247291.0
1775,37115205730000,BALTZLEY 2H,Susquehanna,"Chesapeake Operating, Inc.",Pennsylvania,436645.0
1776,42003328790000,Fullerton Clearfork Unit 533,Andrews,XTO Energy/ExxonMobil,Texas,18116.1061
1777,42135370480000,Txl South Unit 2403,Ector,Apache Corporation,Texas,5852.8325
1778,42135406370000,Lupin Txl Fee 3711E,Ector,Chevron USA Inc.,Texas,12411.3142
1779,42235352870000,Cat Claw 62G,Irion,"FIML Natural Resources, LLC",Texas,69025.0
1780,42357331360000,Roy Flowers 2H,Ochiltree,"Holmes Exploration, LLC",Texas,6875.0
1781,42485451230000,Lowry #36,Wichita,Extex Operating Company,Texas,3085.0
1782,42485454220000,T.J. & J.L. Waggoner B #26,Wichita,TXON Partners LLC,Texas,262.0
1783,43013341630000,Lone Tree Federal 15-21-9-17,Duchesne,Newfield Exploration,Utah,15908.1779
1784,43013512460000,Gmbu L-12-9-16,Duchesne,Newfield Exploration,Utah,12942.798
1785,43013519500000,Abbott Fee 8-6D-54,Duchesne,Berry Petroleum,Utah,24617.5575
1787,49009289610000,YORK RANCH 19-33-69 A 4H,Converse,"Chesapeake Operating, Inc.",Wyoming,231774.0
1788,30025406570000,Ruby Federal 57,Lea,ConocoPhillips Company/Burlington Resources,New Mexico,338.0
1789,37115205910000,BALTZLEY 4H,Susquehanna,"Chesapeake Operating, Inc.",Pennsylvania,315684.0
1790,37115210120000,"Wood, E. 6H",Susquehanna,Cabot Oil & Gas Corp,Pennsylvania,610281.0
1791,37115210130000,"Wood, E. 7H",Susquehanna,Cabot Oil & Gas Corp,Pennsylvania,429274.0
1792,37115210140000,"Wood, E. 8H",Susquehanna,Cabot Oil & Gas Corp,Pennsylvania,720035.0
1793,42123329060000,Blackwell A7H,DeWitt,BHP Billiton Petroleum,Texas,78122.0
1794,42311347760000,Green Swaim C2H,McMullen,Talisman Energy USA Inc.,Texas,34529.0
1795,42461386210000,PFU3 2531,Upton,COG Operating LLC,Texas,66727.0
1796,49009288790000,LOCO FEDERAL 4076-9-4-1,Converse,SM Energy,Wyoming,541286.0
1797,34019223800000,JOHN ADAMS 30-12-4 6H,Carroll,"Chesapeake Operating, Inc.",Ohio,354252.0
1798,42283331760000,SALINAS UNIT III LAS B 2H,La Salle,"Chesapeake Operating, Inc.",Texas,353785.0
1799,35017244960000,Roer 8-13-9 5H,Canadian,Devon Energy Production Company L. P.,Oklahoma,183796.2702
1800,35129237760000,GARY D USA 27-16-23 1H,Roger Mills,"Chesapeake Operating, Inc.",Oklahoma,166513.0
1801,42283337290000,GILBERT NORTH UNIT LAS A 1H,La Salle,"Chesapeake Operating, Inc.",Texas,495799.0
1802,42389335860000,Big Chief 7602H,Reeves,COG Operating LLC,Texas,525334.0
1803,4030493650000,711AL-29,Kern - 30,Aera Energy LLC,California,105.3035
1804,4030493660000,711AU-29,Kern - 30,Aera Energy LLC,California,2484.5099
1805,4030506390000,Belridge Iii 7084C-3,Kern - 30,Aera Energy LLC,California,6892.7347
1806,35015232240000,Peck 2-28,Caddo,"Linn Energy, LLC",Oklahoma,11731.4349
1807,35083240850000,Elaine 10-18n-2w 1MH,Logan,Devon Energy Production Company L. P.,Oklahoma,153090.0
1808,37059257410000,591189,Greene,EQT Production,Pennsylvania,370559.0
1809,37059257470000,ROGER PARRY 3H,Greene,"Chesapeake Operating, Inc.",Pennsylvania,448883.0
1810,42003443890000,Samson University 18 #3,Andrews,"Clayton Williams Energy, Inc.",Texas,17653.0
1811,42003451010000,MM Fisher Estate `B` 2,Andrews,"Capstone Natural Resources, LLC",Texas,10114.0
1812,42123329050000,Blackwell A6H,DeWitt,BHP Billiton Petroleum,Texas,114481.0
1813,42269328610000,Burnett S B Estate Y 24AR,King,Hunt Oil Company,Texas,1806.2263
1815,42439364900000,MASTODON 1H,Tarrant,"Chesapeake Operating, Inc.",Texas,214571.0
1816,42439367350000,HOME RUN 2H,Tarrant,"Chesapeake Operating, Inc.",Texas,160299.0
1817,42501360170000,Roberts Unit 3270,Yoakum,Apache Corporation,Texas,8606.5828
1818,42501361420000,Roberts Unit 2773,Yoakum,Apache Corporation,Texas,10497.0196
1819,43013515890000,Gmbu C-17-9-16,Duchesne,Newfield Exploration,Utah,16800.4348
1820,47009001350000,WORTHLEY BRK 3H,Brooke,"Chesapeake Operating, Inc.",West Virginia,603151.0
1821,42495015640000,GWO 623,Winkler,Whiting Petroleum,Texas,1252.0
1822,42495011563000,GWO 622,Winkler,Whiting Petroleum,Texas,1107.0
1823,42329385960000,Davidson 22B#15,Midland,Athlon Energy Operating LLC,Texas,70462.0
1824,4030493710000,711NL-29,Kern - 30,Aera Energy LLC,California,2423.1308
1825,4030493720000,711NU-29,Kern - 30,Aera Energy LLC,California,2447.1308
1826,4030493730000,711ZL-29,Kern - 30,Aera Energy LLC,California,2403.6993
1827,4030493740000,711ZU-29,Kern - 30,Aera Energy LLC,California,2440.3204
1828,4030507240000,Belridge I 7174D-2,Kern - 30,Aera Energy LLC,California,11838.8542
1829,4030507250000,Belridge I 7224F-2,Kern - 30,Aera Energy LLC,California,9627.3824
1830,5123241130000,Parker 2-0-33,Weld,Encana Oil & Gas (USA) Inc.,Colorado,12859.0
1831,17031260470000,HA RA SU119;Range 34  NO.003-ALT,De Soto,"EXCO Resources, Inc.",Louisiana,177801.0
1832,30015410500000,A State 62,Eddy,Apache Corporation,New Mexico,52809.9918
1833,30025410080000,Ruby Federal 12,Lea,ConocoPhillips Company/Burlington Resources,New Mexico,12500.0
1834,33061023160000,En-Hermanson 154-93-0235H-2,Mountrail,Hess Corporation,North Dakota,92925.0
1835,33105029290000,ElRoy 44-7H-0607-15895-TF,Williams,"Sequel Energy, LLC",North Dakota,130000.0
1836,34067211030000,RENSI 4-12-6 5H,Harrison,"Chesapeake Operating, Inc.",Ohio,354477.0
1837,35009204370000,TIPTON 2-29,Beckham,BP America Production Company,Oklahoma,5266.0
1838,35045233330000,LADONNA 8-20-25 1H,Ellis,"Chesapeake Operating, Inc.",Oklahoma,154282.0
1839,35141204340000,Cowan #3,Tillman,"Fulcrum Exploration, LLC.",Oklahoma,425.0
1840,37015222030000,BOREK N SUS 1H,Bradford,"Chesapeake Operating, Inc.",Pennsylvania,393901.0
1841,37047245460000,590844,Elk,EQT Production,Pennsylvania,241890.0
1842,42003447000000,Mabee J E `A` Nct-1 3306,Andrews,Chevron USA Inc.,Texas,80535.9054
1843,42077346640000,Bridwell River Ranch 77,Clay,Bridwell Oil Company,Texas,47.0
1848,42383380640000,Chico Company A 2I,Reagan,"FIML Natural Resources, LLC",Texas,71512.0
1849,42429033770000,"Adams ""2260"" #4",Stephens,PETEX,Texas,1833.0
1850,42501360550000,Roberts Unit 3262,Yoakum,Apache Corporation,Texas,10252.8655
1851,43013512950000,Ute Tribal 8-16D-54,Duchesne,Berry Petroleum,Utah,29551.2884
1852,43013515650000,Gmbu R-8-9-16,Duchesne,Newfield Exploration,Utah,10265.7166
1853,47017061800000,Flossie Unit 1H,Doddridge,Antero Resources Corporation,West Virginia,27284.0
1854,42495331240000,GWO 1627,Winkler,Whiting Petroleum,Texas,1940.0
1855,42415327970000,Mag Chapman 10,Scurry,"Southwest Royalties, Inc.",Texas,1253.0
1856,42461386560000,Campbell 209,Upton,Summit Petroleum LLC,Texas,54504.0
1857,42495015620000,GWO 621W,Winkler,Whiting Petroleum,Texas,1645.0
1858,42461386740000,Morgan 3802,Upton,COG Operating LLC,Texas,101552.0
1859,42483336260000,DOBSON RANCH 27 WEL 1H,Wheeler,"Chesapeake Operating, Inc.",Texas,442546.0
1860,42461386330000,McElroy CO 119#24,Upton,Apache Corporation,Texas,75783.0
1861,42371389550000,Javalina 9#1,Pecos,Apache Corporation,Texas,64974.0
1862,4030447660000,962E-29,Kern - 30,Aera Energy LLC,California,6715.4904
1863,4030507210000,Belridge I 7145H-2,Kern - 30,Aera Energy LLC,California,11849.0757
1864,4030507220000,Belridge I 7147I-2,Kern - 30,Aera Energy LLC,California,9451.7363
1865,33023009560000,ROSE - # 16-24 HN,Divide,SM Energy,North Dakota,119005.0
1866,35015232060000,Novotny 1-33,Caddo,Kirkpatrick Oil Company,Oklahoma,8140.6259
1867,35019258590000,Wildcat Jim #32A,Carter,Citation Oil and Gas Corp.,Oklahoma,801.0
1869,42003308940000,Fullerton Clearfork Unit 2437,Andrews,XTO Energy/ExxonMobil,Texas,18603.4119
1870,42003452040000,Iverson 7,Andrews,Parallel Petroleum LLC,Texas,23786.0
1871,42107316860000,Clark Wood Ranch #1151,Crosby,"Juno Operating Company II, LLC",Texas,2563.0
1872,42165377760000,"Elam, WB 10",Gaines,Parallel Petroleum LLC,Texas,23880.0
1873,42227374850000,Dora Roberts 4 -120,Howard,"Sheridan Production Company, LLC",Texas,11579.0
1874,42237397510000,Frances Wimberly 3,Jack,"Atlas Energy, L.P.",Texas,37292.0
1875,42283331850000,SALINAS UNIT IV LAS B 4H,La Salle,"Chesapeake Operating, Inc.",Texas,355604.0
1876,42283333970000,H WILSON UNIT II LAS A 4H,La Salle,"Chesapeake Operating, Inc.",Texas,353409.0
1877,42283334730000,LEDWIG EAST UNIT II LAS B 1H,La Salle,"Chesapeake Operating, Inc.",Texas,659575.0
1878,42283337380000,Delgado G 2H,La Salle,Talisman Energy USA Inc.,Texas,242910.607
1879,42329385530000,"Donovan, G N #8",Midland,Legacy Reserves Operating LP,Texas,17633.0
1880,42357332100000,Good 139-3H,Ochiltree,"Holmes Exploration, LLC",Texas,102102.0
1881,42501361490000,Roberts Unit 2775,Yoakum,Apache Corporation,Texas,10341.4725
1882,42173357710000,Glass #3,Glasscock,"Quantum Resources Management, LLC",Texas,77337.87958
1883,42003348880000,FCU 945,Andrews,XTO Energy/ExxonMobil,Texas,11416.0
1884,42483336060000,ZYBACH 8010H,Wheeler,"Chesapeake Operating, Inc.",Texas,320673.0
1885,42283337410000,AVANT NORTH LAS D 6H(XCO),La Salle,"Chesapeake Operating, Inc.",Texas,429482.0
1886,42003451330000,Fee AP 502,Andrews,"Fasken Oil and Ranch, Ltd.",Texas,71566.0
1887,42135424380000,CAG 2321,Ector,XTO Energy/ExxonMobil,Texas,20025.0
1888,4030494120000,727LL-20,Kern - 30,Aera Energy LLC,California,2413.4151
1889,4030494130000,727LU-20,Kern - 30,Aera Energy LLC,California,2458.8891
1890,4030507200000,Belridge I 7069D-2,Kern - 30,Aera Energy LLC,California,14094.6049
1891,17031260480000,HA RA SU119;Range 34  No.004-ALT,De Soto,"EXCO Resources, Inc.",Louisiana,174600.0
1892,30015410100000,A State 79,Eddy,Apache Corporation,New Mexico,48965.7268
1893,35019258640000,Braden #1-6,Carter,Mack Energy Co.,Oklahoma,500.0
1894,42003430510000,University 8-3#3,Andrews,Athlon Energy Operating LLC,Texas,72319.0
1895,42173354280000,Glass 5#1,Glasscock,Petroplex Energy Inc.,Texas,116519.0
1896,42329385160000,PFU2 2508,Midland,COG Operating LLC,Texas,82314.0
1897,42439367410000,RIDGLEA TRIANGLE 6H,Tarrant,"Chesapeake Operating, Inc.",Texas,213408.0
1898,42439367420000,RIDGLEA TRIANGLE 7H,Tarrant,"Chesapeake Operating, Inc.",Texas,211948.0
1899,42461382250000,Mcelroy J T Consolidated 1656,Upton,Chevron USA Inc.,Texas,5939.9283
1900,42461382250002,Mcelroy J T Consolidated 1656,Upton,Chevron USA Inc.,Texas,5940.0
1901,42501360410000,Roberts Unit 3263,Yoakum,Apache Corporation,Texas,6690.1413
1902,42165377740000,RCFU 621,Gaines,XTO Energy/ExxonMobil,Texas,13548.0
1903,42227374300000,Buchanan 42-1,Howard,Apache Corporation,Texas,5691.0
1904,4030507030000,Tulare 33-6H,Kern - 30,Occidental Oil and Gas,California,65286.0
1906,35083240910000,Elaine 15-18n-2w 1WH,Logan,Devon Energy Production Company L. P.,Oklahoma,175753.8201
1907,35129238100000,THELMA 34-16-22 1H,Roger Mills,"Chesapeake Operating, Inc.",Oklahoma,108153.0
1908,42003415930000,Phillips University P #22,Andrews,"Sheridan Production Company, LLC",Texas,8508.0
1909,42107316870000,Clark Wood Ranch  #1155,Crosby,"Juno Operating Company II, LLC",Texas,2563.0
1910,42173355660000,Ray 26 26J,Glasscock,"FIML Natural Resources, LLC",Texas,94464.0
1911,42227374350000,Ringener 44#1,Howard,Athlon Energy Operating LLC,Texas,58940.0
1912,42283331780000,KINSEL HQ UNIT I LAS F 1H,La Salle,"Chesapeake Operating, Inc.",Texas,487305.0
1913,42283331880000,KINSEL EARNEST UNIT II LAS D 1H,La Salle,"Chesapeake Operating, Inc.",Texas,494504.0
1914,42283337580000,Zizinia 19H,La Salle,Cheyenne Petroleum Company,Texas,483344.2503
1915,42439366600000,CASE TRT 7H,Tarrant,"Chesapeake Operating, Inc.",Texas,131870.0
1916,42461382260000,Mcelroy J T Consolidated 1657,Upton,Chevron USA Inc.,Texas,4749.3756
1918,42329383320000,Midkiff 1815,Midland,Resolute Natural Resources,Texas,69175.0
1919,35151238540000,SHIRLEY NELSON 36-28-18 1H,Woods,"Chesapeake Operating, Inc.",Oklahoma,38296.0
1920,42135421290000,Augusta Barrow 1404,Ector,Apache Corporation,Texas,14436.0
1921,42003451340000,Fee AP 507,Andrews,"Fasken Oil and Ranch, Ltd.",Texas,70966.0
1922,33061023170000,En-Hermanson 154-93-0235H-3,Mountrail,Hess Corporation,North Dakota,104020.519
1923,34019222870000,MILLS 1-15-5 8H,Carroll,"Chesapeake Operating, Inc.",Ohio,281749.0
1924,34067210860000,RENSI SOUTH 4-12-6 6H,Harrison,"Chesapeake Operating, Inc.",Ohio,388477.0
1925,35003225970000,MICHAEL 5-24-10 1H,Alfalfa,"Chesapeake Operating, Inc.",Oklahoma,38146.0
1926,35121240130000,HELEN 1-30H,Pittsburg,BP America Production Company,Oklahoma,3465.0
1927,35149216710000,PENNER FARMS 10-11-16 USA 1H,Washita,"Chesapeake Operating, Inc.",Oklahoma,170623.0
1928,42211351780000,SHELBY 133 HMH 1H,Hemphill,"Chesapeake Operating, Inc.",Texas,163143.0
1929,42283337800000,Zizinia 20H,La Salle,Cheyenne Petroleum Company,Texas,437503.3631
1930,42311351150000,Green Swaim F1H,McMullen,Talisman Energy USA Inc.,Texas,28400.0
1931,42311352190000,Green Swaim F2H,McMullen,Talisman Energy USA Inc.,Texas,29600.0
1932,47009001400000,GERALD GOURLEY BRK 8H,Brooke,"Chesapeake Operating, Inc.",West Virginia,333145.0
1933,42461385820000,Melinda 2504,Upton,Henry Resources LLC,Texas,99049.0
1934,49009288730000,COMBS RANCH 29-33-70 A 4H,Converse,"Chesapeake Operating, Inc.",Wyoming,230497.0
1935,49009288710000,COMBS RANCH 29-33-70 A 2H,Converse,"Chesapeake Operating, Inc.",Wyoming,262905.0
